filename,fold,iso,shortlist_min_km,nearest_bank_km,distance_km
312cc70ae223405e8be6652898fb97c6.jpg,2,PL,334.0547,5.6304,593.4309
31346a0cdd36431191ea74bdaa6f6a9e.jpg,1,IS,83.0737,0.0509,1075.4608
313f13d4fb184c7db0cabbe3d60937ba.jpg,0,GB,15.6662,15.6662,101.6108
31408446237c413c875b52f234b4af46.jpg,1,FR,104.302,10.6489,833.532
3144ab0afcfa41f69f4590d071ea29fc.jpg,1,DE,132.3444,15.3657,524.1422
31461abae3ee43aca139e8c1d68e6481.jpg,0,IT,81.8805,3.4052,599.7457
314cbce466a64555aad37c2fe8ff11e8.jpg,4,PL,2.5419,2.5419,814.0917
3153ad0db98948ea97ef701fc7b3546a.jpg,3,IT,438.269,12.7105,1094.1864
3153bafdbce24cb4ab57db96dba053dc.jpg,4,GB,7.5036,2.4679,143.4107
3154cd152c1444c798e2d34857d3a3a5.jpg,3,DE,0.8419,0.8419,9.0425
315b954dc715466389f4ad5b890cf74b.jpg,4,GB,0.0565,0.0565,0.0565
315f2b2574174e06ac26d369eab3ad12.jpg,4,FR,0.3875,0.3875,16.0104
315f854510b0408b980dea8963cd6355.jpg,0,NO,128.013,30.5043,751.1016
315f9cbcf9b84128bc228c90fce1f535.jpg,4,ES,9.2654,9.2654,9.2654
316048b52f1a413dbbfebe3865ee4d24.jpg,4,IS,0.5761,0.0534,4.0214
3163ee09d526434daa9ab5a5e5da74f4.jpg,0,BY,9.5416,0.5899,2822.65
3164a981332644cba01457a90ec3f99a.jpg,2,FR,57.6333,23.5042,2056.7126
316b8973bcda4e1da72a7892dbace087.jpg,4,DE,36.2083,22.6278,266.0382
316e9b0dfa6a4b74882178833166cbfd.jpg,3,FR,58.6166,26.5142,497.5968
317348d9797d460aaa1519dc82ba768c.jpg,4,IT,316.929,10.6857,1766.3977
317416b6c26f4adaaf3e182e59d26986.jpg,0,IT,127.0643,0.2111,555.7781
3175ed696f5146fdbac2ac1ac68221ba.jpg,2,NO,0.0411,0.0411,0.0411
31797a29a5a342879a893e3b9243dc13.jpg,3,FR,701.1183,14.0245,1115.9268
31802f84c62643178be84c035ca48d50.jpg,4,FI,0.0207,0.0207,0.0207
3181514292ff4787bf8842e6407ec03a.jpg,1,IT,23.6732,8.6719,1239.581
318492400fd74ec5ba2883b37627574f.jpg,2,BY,38.7659,6.3776,67.2129
31868e4bdd4c42f0a2e899d54046004c.jpg,1,FI,2.5824,2.5824,2.5824
318bca29a6ab4ba8a1eb0aa50a63424a.jpg,4,DE,16.1894,16.1894,35.3927
31967290288b4558b5f6f144662e4f53.jpg,1,BY,0.1474,0.1474,0.1474
319943dcac094d0da1a1efaa5b4297ef.jpg,0,GB,10.1792,7.6966,57.5489
319cbb83264746a68e6b2cd8b96ed727.jpg,4,DE,397.7016,9.6938,1640.5427
319ebb40c531447d9444e83384686f0f.jpg,1,IT,1520.5967,11.4332,1902.4637
319fee43d8f1476daa0079e2a2480c93.jpg,1,PL,370.7786,10.5932,1480.9229
31a18281806c4ac189a7cd54ca02a514.jpg,0,PL,0.7411,0.7411,0.7411
31a32521b7d54e14a660b500a27d5a4d.jpg,4,IS,0.3907,0.3907,0.3907
31a9b3cf63f24911a5b9677282d9177f.jpg,4,IT,5.3951,5.3951,94.0923
31ab0aad9004422b892423c1013172de.jpg,4,PL,4.4009,4.4009,731.7901
31acd89f83c14827944e0054c825e000.jpg,3,SE,8.6292,8.6292,8.6292
31b70a40d16b4e1db0cc01eb591c9524.jpg,4,GB,4.0288,3.945,72.5532
31beda404ff24ebe9424cbc6e2ba65ec.jpg,0,ES,8.8735,8.3939,14.8827
31c77b809df446f9a718fa205c1dd5aa.jpg,1,NO,1775.7607,0.3247,2421.3352
31ca2c6ab11944a28be40a375953dd2c.jpg,3,FI,1.0569,1.0569,3.2378
31d1c34bae9244d9996bd011e5a35778.jpg,2,FI,16.939,16.939,20.6457
31dcc9e61f854a949e1edd7c77169387.jpg,4,BY,21.4844,21.4844,72.8442
31ded35d80d54574830831d6dd802727.jpg,3,DE,7.2668,6.0501,130.5397
31ee0931ab244394bb7cd16efda9125f.jpg,3,IT,0.1682,0.1682,7.4446
31eef712fa134fa6bf70e3c97f95a85a.jpg,2,TR,13.7395,13.7395,13.7395
31f9d2e9c3ce48a3b5d2f83d524957af.jpg,1,PL,445.901,23.4703,1994.2948
31fb16d950bb420587c52c3e4bdffa28.jpg,2,PL,13.4803,9.6783,38.9954
32044b0f25f140eea8b825e6232283c7.jpg,0,BY,0.4415,0.4415,118.9001
32281ca23b3a4ca794520fc2ca2f0dba.jpg,1,DE,7.7127,7.6291,176.7753
3228c7d266af459abeb6c29186a8f3e5.jpg,2,IT,121.0689,11.8732,864.3198
322c687cfde0454e95b992ca84e2de1f.jpg,3,FR,44.8498,22.5198,385.4137
32386b2fdd9c4a0d907699e0d65e3384.jpg,1,ES,1.4811,1.4811,2913.998
32404cef73304e03a7f2ac852b46452b.jpg,3,GB,12.8357,2.5208,57.926
3246219b9bb74bd7807da370afce0eea.jpg,2,SE,1.0787,1.0787,1.2574
3268fb6f872c49fab7a7d86bb1cf0e09.jpg,1,TR,0.4493,0.4493,0.4493
326e13df8ad24ce4a501475634a32117.jpg,0,SE,0.2266,0.2266,288.3046
3271f8b024954ee69eb9e5ce4f34b996.jpg,1,SE,1.4157,1.4157,143.735
327520a12fea4577963b4c2497feb981.jpg,3,PL,0.903,0.903,0.903
327bd4c46c724e3e9a52e225344251e3.jpg,1,FR,23.6421,14.6042,41.3518
327d630328854bfabba5542c8fa50cda.jpg,0,IS,1.5136,1.5136,1.5136
32840df2f5d9410a88604e596bc40624.jpg,2,BY,1.4825,1.4825,26.2283
328863523e434191b8bc9d2dba9e86d5.jpg,2,FR,130.3668,27.4154,714.3578
328cfdf1428740b193194cedfdd2e8cc.jpg,0,NO,325.4011,2.7033,2847.0615
328ec09561bb49d1ac73966ab4fe3564.jpg,0,FR,1569.8201,6.8633,2954.4807
329774374c3847649e5d6efdac341fdb.jpg,0,IT,591.7924,13.6001,1201.5387
32a8bc6160bc4cb6a58a8b012f30938a.jpg,2,PL,0.216,0.216,0.216
32ae689a4c90437b897cc36475034f46.jpg,2,IS,0.7433,0.3475,38.6445
32b3a1975c824b8e81b8517e269735f0.jpg,0,IT,59.7041,36.6773,1636.7749
32b8a6c154f2409eb197eeed5b78a85c.jpg,3,FR,100.5175,18.0736,772.784
32bda4ca48924d7c9468b2c4fbf520f0.jpg,3,GB,0.7903,0.7903,0.7903
32bf8d193d0a4da6bb0184561e31584a.jpg,2,ES,249.2124,11.3134,707.4003
32c0b0327077489a8f9eefa10421a99d.jpg,1,DE,23.8592,17.3632,1303.0575
32c405037e84406e8c1155081c337a4e.jpg,1,PL,34.6274,9.9563,184.4433
32c5c34c55b34a029670fe3605cabdf4.jpg,2,IS,0.5347,0.5347,1.0636
32cea9c8cffc4c9499ea2de1a79e5d07.jpg,4,PL,3.5152,3.5152,84.723
32d080b4d96e4880912f76d509a59783.jpg,2,FR,4.3819,4.3819,19.2979
32d1385c28894607a32aad33db51602c.jpg,4,NO,0.1952,0.1952,0.1952
32d3d2538de042bca4a79a9c559692ce.jpg,2,PL,662.0357,3.2619,1850.0402
32d91b0bd0da4000a4cd680364198443.jpg,4,ES,9.6341,9.6341,26.399
32dff61c4fd64aa3a80024730ad5a669.jpg,2,FR,4.065,4.065,45.6755
32e91c89275a4559b843d8dde41d1da6.jpg,1,IT,263.2408,6.5942,1295.9706
32f04227f47c4d4ca735d6afe9c171dd.jpg,0,IS,0.5073,0.5073,28.869
32f4d8fde8f04b52b377155037b327ec.jpg,4,FI,9.365,9.2514,17.168
32fa52d4e14e46778dfd779ece2eaa84.jpg,1,NO,71.0789,27.7838,634.7833
32fbe0ee6b06412d9f8bea9a0b07a0f3.jpg,2,PL,1.8045,1.8045,791.794
3310920417de4cffa989495e8a26777b.jpg,2,FI,24.2335,14.8744,261.0016
3317738ae20a4dada700a238245ee291.jpg,2,NO,0.3728,0.3728,1.4544
331ac14005c54cb79f4d1757fa838f49.jpg,1,PL,1.3029,1.3029,124.1345
331bf744be1d4371b16d44128371ffe3.jpg,3,ES,0.3242,0.3242,2.5443
331ced815a344454893a898c88de0d24.jpg,3,BY,79.0775,12.4527,553.533
331d523f8fc74649a58eacd279e30da1.jpg,3,IT,0.3058,0.3058,0.5842
332c45e6c69b44b2befaf24791e41748.jpg,4,DE,83.7745,15.0906,280.0035
3330bf71cbbb495c861c8bae65422ac8.jpg,3,FR,14.4271,1.0232,14.4271
3331eb1c4eab4e79b50df30b984e53c6.jpg,2,FR,3.6177,3.6177,1158.4362
333288e997044d109e48281d33f26a80.jpg,1,TR,1880.633,3.931,2092.5603
335a7efb9f294bb6ae95810ed182df09.jpg,4,PL,761.9342,17.5773,1241.9141
335e729828f54d4cbf6e35ae04ffb346.jpg,2,SE,0.8101,0.8101,0.8101
33635b82b5474d6ab01eadfaef56c573.jpg,0,GB,0.0703,0.0703,0.901
336908ebc8ef4461bdcc68352889e44c.jpg,3,NO,0.9066,0.9066,32.0481
337679d312974c2887e9db5672e0ade6.jpg,3,PL,1.859,1.859,1.859
3379f2e883fc4feeb96054e14d28ba9d.jpg,1,NO,2.3307,2.3307,2.3307
338c4d8a11a54d64acdd40e6c3f0a982.jpg,3,BY,4.0728,4.0728,6.9528
339631c348484d239a48a9d616f4f90c.jpg,2,FI,18.2592,15.9133,75.864
339a244550cf4b70ab4ab7c69fd31550.jpg,0,IT,0.6826,0.6826,0.6826
339a7d52c1a24dd29bc3c5e4c504d8c3.jpg,3,IT,22.7536,8.1254,307.9055
33a19a5c799049ac8742026c23193dc7.jpg,4,PL,1.6225,1.6225,1.6225
33ad011d39124b2e9b650b84a1dd5b1e.jpg,4,FI,0.0913,0.0913,3.0615
33af968b86de4ac98b3746acf64c4722.jpg,2,NO,24.1096,2.3082,72.7152
33b6d4dc811147d0b7f6778577815a4f.jpg,0,BY,1.0243,1.0243,10.5835
33b825901b4c423abedf590f66a837df.jpg,2,IT,93.9074,12.1611,765.7708
33be3fbd542b4acfb51eff24fab0cec1.jpg,4,DE,5.207,5.207,295.003
33c0d80d80f34104ad61c79ab58107f4.jpg,1,IT,100.6365,5.4946,2109.942
33c27840fe8e46ff9e7dad8350c12b78.jpg,1,ES,0.0474,0.0474,8.4752
33cfd6f159004228a87b584177f9cb42.jpg,4,BY,2.2178,2.2178,121.7261
33d09338b5e44b5fbce47689505392c0.jpg,1,FR,17.073,17.073,835.7852
33d3c49b0ca04c36991615d0daaefb78.jpg,3,SE,0.8654,0.8654,29.332
33d57a7a9c414dc687780f87b58e2ac1.jpg,2,DE,16.6092,10.3601,35.3927
33dd5e389b4340888c01b134b79b6d75.jpg,1,BY,0.242,0.242,70.1337
33e642bf4b434a16aaf1c761ebbe92a4.jpg,2,SE,1.1823,1.1823,13.1279
33ee45ccc32c4847b18e8904eaf2b3d3.jpg,4,DE,14.8016,7.7346,114.1923
33ee62c6417b493da766eafe888099fd.jpg,3,PL,23.1147,15.2516,890.071
33f2ae42d18d459c8b01049993eb6005.jpg,0,IS,1.6193,1.6193,21.1838
33f498504e8a4785b5dfb80a81cd1fc9.jpg,2,IT,4.8277,1.3408,1596.219
33fc26d6804742aa80a577bbb9d02e3f.jpg,0,FR,0.0555,0.0555,0.0555
3411b16884ce48e385291e49f8e70808.jpg,1,NO,1.3383,1.3383,1.3383
34132346e7464b15ba0da2ca6ac453bf.jpg,0,IT,0.2902,0.2902,943.7446
341486f262c34f0b86d060d6c6cb445a.jpg,0,NO,0.0824,0.0824,0.8154
34208c8135ba46e6acc1a811311b03c8.jpg,2,NO,10.2823,5.8511,10.2823
34261b81ed254991951fe177f398bbb2.jpg,2,TR,0.0643,0.0643,0.0643
342630a6bed0424a9f6414b6c21cc0b6.jpg,1,SE,21.7631,7.5372,810.3648
3432f44a52c24f3c834bf9f0f2d98935.jpg,3,FI,7.5757,7.5757,8.5936
3433c17279444ac1acc78d914d72a914.jpg,3,IT,140.4891,1.2725,1889.0306
3439e2c9237c4e89b9165c517b42c06d.jpg,0,ES,11.7104,9.7581,687.3642
343a2dbeaf5f4c25bc12ac8a2d42f089.jpg,2,SE,3.5395,3.5395,312.2483
343c22d81784457cbf5531a0164a657f.jpg,1,IS,0.3555,0.0426,0.3555
343d287fcc2a44c395fe06816cb27e07.jpg,1,GB,1.4682,1.4682,87.4765
34451a545ae6436094522677baeb1dd4.jpg,4,ES,0.6307,0.6307,0.6307
344b127e5498430abb0b60b872c253e0.jpg,3,SE,8.3756,8.3756,393.6661
344b6b26c18244fabce10b333e8f2f60.jpg,1,BY,2.999,2.999,4.7462
34516d071f6945aba424ec7abed64377.jpg,2,PL,0.2339,0.2339,0.2339
345d1bdd59f347399d6a2e7d13a66716.jpg,3,DE,8.4646,8.4646,1689.4441
345dc05a2ad64ae385484e71c06977bf.jpg,2,DE,2.1172,2.1172,8.3332
34646eceaf67472ba602a2c2df969d07.jpg,3,NO,0.3501,0.3501,21.4034
346c223646c24ca98d1b55af6e32acf5.jpg,4,DE,181.9564,10.5849,715.4115
346dc99b7a9247ffb988617b72ceb2d2.jpg,4,FI,1.5487,1.5487,39.5814
34802607c67743f0a4f51d741ea5e9ad.jpg,3,FI,3.1309,3.1309,302.1874
348036c06def49738501803e4d72d6e0.jpg,3,FI,0.6957,0.6957,0.6957
3488f4c135084a2a9ef4f49fbe8706fb.jpg,1,SE,67.9208,13.4578,930.8337
3491a062da1f45e8b21a6e2f2f16fa01.jpg,1,SE,47.0978,10.6174,520.1721
3493c5da33ae40a8b4c6cbab032d254e.jpg,2,IT,815.7127,1.7025,1620.0205
34956e92ea6c4deab6eb78cda1123fe8.jpg,4,TR,15.8878,13.569,512.7646
34988e1e49fe4ab292b8c193b058c73d.jpg,2,TR,0.2576,0.2576,3994.0273
34a514b6f7a94ec390e37b011057b809.jpg,4,FR,5.5959,5.5959,5.5959
34ae18cdbdd24b1996ba6901368709d1.jpg,3,PL,18.6686,18.0959,316.2025
34c3203040c44de0beafb66049c0d897.jpg,2,IT,769.6727,8.6728,3129.1826
34c41309da004e53b069cb0f742e1e9d.jpg,0,FI,5.3784,5.3784,29.2919
34d187d07fdf4d0c8a00a7cc65236013.jpg,1,IT,521.5006,0.7984,2430.4946
34db83d9e5ec4afabd05268e68f76ad0.jpg,4,PL,16.6183,6.6612,170.1514
34e02cce5be443ddb1955bba29532f6e.jpg,3,ES,7.3349,7.3349,33.7525
34e497cdccfe4a17af4e57bcc2a98476.jpg,1,IS,9.238,6.5758,12.2928
34e68c1c751f427393c2212b788363d0.jpg,3,GB,5.2742,5.2742,58.2797
34ea7c7277944fc6b30e92beb6fe2bbe.jpg,4,NO,0.3894,0.3894,7.8611
34edb260c41243a78fd83c07e7532ee5.jpg,1,IT,541.9251,5.4673,2039.3124
34f908380113444f9d23724697c26787.jpg,4,GB,0.8039,0.8039,0.8039
34fed141bbd34da396742765e24f9a1d.jpg,3,TR,9.9186,9.9186,9.9186
35011443f9994eecb4b3ad733fd29df4.jpg,3,FR,233.8687,2.2494,1034.3828
3511128e0bbc40b2b5e121a2954c78cd.jpg,3,FR,271.0826,8.9677,840.5197
35212a9371dd4852a90444bec9a81628.jpg,2,DE,11.697,11.697,949.158
352bb274fbbe410bb8ac227f06bd1800.jpg,1,SE,616.9152,10.0248,1002.4683
35312193cef54d7fa2da10db15e0087c.jpg,0,DE,10.0477,10.0477,17.8157
35378896d9de45239801d1767bfec244.jpg,2,FI,8.1031,8.1031,8.1031
353e35f668b648859c4faad165397a97.jpg,4,NO,0.4046,0.4046,271.1753
354991772318434d9109e8a3d46441a4.jpg,2,DE,20.52,20.52,152.0184
354b79e6aea445a5a2ec782b03fa3398.jpg,2,IS,1.2958,1.2958,1.8594
355114ac0bf44cdebef7073626b8a4ce.jpg,3,DE,5.4991,5.4991,129.9252
3551a3630d2b4660a377634ab864b3c4.jpg,0,NO,3.4869,3.4869,3.4869
355a333e858d4b20819452079c3a0953.jpg,1,GB,0.5133,0.5133,366.4145
356230f216aa4f65a207d97676238e3a.jpg,4,SE,82.9103,11.8161,294.7319
3570526b673f4e62aa88359f4233c67d.jpg,2,NO,0.1404,0.1404,880.1272
3570f8ba997047d19831e4eec0b1dec4.jpg,4,BY,2.0577,2.0577,266.7774
3574c10589f84e1e93739f8af3fa0708.jpg,3,IT,0.7911,0.7911,34.3284
3575ebc3c7c2463da8fd9e5b472da6f3.jpg,3,ES,476.69,1.2674,692.4652
35763494ee904739827e528d833ed4b3.jpg,0,IT,0.4398,0.4398,7.6569
3589dd715f7e477c8649575d2681a650.jpg,3,FI,12.9791,12.9791,129.1757
358e44cea1ad402094f9a1bc1bac1a6e.jpg,4,FI,12.8728,4.4062,117.5992
359034b428c94dbc903163183f6c1269.jpg,3,GB,5.4038,5.4038,7.3744
3593f0fca9694b28ac1e2f76acc93a0b.jpg,2,NO,13.3051,8.7119,2022.8245
3598520c6d8f49bf8172785e0fd57e23.jpg,4,DE,121.6371,21.3751,954.6305
35a764621a9248b99088b267fb610ccc.jpg,3,IT,449.8195,5.3434,570.8165
35aac1a9a3294a27b9e5fa915cfada60.jpg,4,DE,43.0972,16.0142,980.902
35ace075fa2146b69ed4086d93991f13.jpg,3,NO,13.0988,13.0988,3099.6194
35b150e312e9463e8280da6e96bb0890.jpg,4,FI,27.6059,21.4294,724.6289
35bbac8107de4ed0ba57229880cf9a71.jpg,3,FR,6.1452,6.1452,334.4587
35bd4f50eb7d48ee928ba76bd8c09070.jpg,2,SE,42.9293,4.493,381.583
35bd8a669e244c4796b22d2e467c5363.jpg,3,NO,3.0739,3.0739,43.2818
35bf709d9f8f43019a86a56fe9b1788d.jpg,1,SE,2.4672,2.4672,9.7941
35d10d1ae63f4f53a5c5141e0baf238d.jpg,2,IT,436.427,1.6109,804.2855
35d40b9a92e941d3821190d9e40207e6.jpg,0,GB,10.104,10.104,16.9511
35d9ffffa237438e8313f81b6ac0f31e.jpg,1,PL,14.1634,7.3155,33.7554
35dfe69ab56b4902a9c321ff21ce94a3.jpg,4,FR,0.2897,0.2897,0.2897
35e90275e2e9419db173925f3a90bdf6.jpg,4,DE,235.225,2.2379,1139.3109
35ecc0e18e404e3e8183abf007dad48d.jpg,3,GB,113.8363,21.4592,1865.8998
35f0fd4b5f5f4ecb935614b8ad440abe.jpg,0,TR,12.7998,12.7998,59.6797
35fa27351a644b7e8a149a42c5cb71ae.jpg,1,SE,16.8117,16.8117,233.207
36039dba168e49efba1967f328c17411.jpg,3,DE,176.9548,8.9819,765.4063
36140f6ed98c44b68ee6a79b6efd8fb6.jpg,1,TR,253.9291,2.6644,1003.1648
361d7bf480bc4c3d90af171398ca2d27.jpg,4,FR,175.8252,11.0652,567.6694
3620856061974e039f3ef74f481b28f5.jpg,1,NO,0.4046,0.4046,56.2168
3628046bebfb445fa81b1dd4de24f528.jpg,4,FR,368.8503,17.258,1487.2412
36297a55e86045a1b733825881d6f6c2.jpg,0,IT,967.4371,30.8047,1760.9763
36383a6350374ba48ba0e5c8e01d8878.jpg,1,ES,0.2128,0.2128,3013.3923
363873bd94144d3a95d1b63f34adf892.jpg,4,NO,7.6889,7.6889,58.1754
366423c73bb2402e9deaa8bfaba0931a.jpg,0,TR,5.0204,5.0204,5.0204
36685b1e29e647399a87dbdf235f0156.jpg,3,BY,0.784,0.784,0.784
366f02a65128453eb67bea2d60aa703e.jpg,2,SE,0.0961,0.0961,0.0961
367a1e8370ac4447a69c3738ef351a80.jpg,3,PL,561.365,2.6475,1660.0178
367b57ff3a8240c2ba513919564c2b2f.jpg,0,TR,17.8433,17.8433,127.1704
3683a8ac228c448b956d40e25f5053a7.jpg,3,BY,2.3527,2.3527,252.0519
36858a27a64f47629f6df066a43398bb.jpg,0,PL,23.836,10.5932,790.6848
368788d50299444f911814b27bd52c05.jpg,1,FR,4.7861,4.7861,4.7861
369259f582c0418586f9ac0429f68f57.jpg,4,IS,0.5269,0.5269,0.5269
3696efd0486d454a9bc2eb81c0928260.jpg,4,DE,0.4065,0.4065,284.3336
36a0233992ef4e59b56b9dda98d8eb57.jpg,2,TR,4.6609,4.6609,4.8324
36b243b0b36c4471895fe56f5b846127.jpg,3,FI,874.2613,14.8744,1345.6144
36b69ae75cd642cbb236816b6b86fc08.jpg,0,FI,2.9412,2.9412,54.6845
36b9943f5f07437285112a987f59b759.jpg,3,SE,8.0309,8.0309,67.2364
36b9c3f0beaa4f41beec380c31d98be7.jpg,0,ES,1.2841,1.2841,19.3107
36babaffd34940dda7b0af7e5552b8f1.jpg,2,TR,22.9707,0.521,1754.4708
36bd7d6cda984697a068c33801dc5468.jpg,2,FI,0.3789,0.3789,4.6745
36bdf1023798430caaeee86b1f338616.jpg,1,PL,47.5186,15.6692,229.4158
36c0fc647bed458eb2b1b0d165e8b440.jpg,2,BY,0.6122,0.6122,0.6122
36c1ae5b4fdc42cb9755245a53393ee5.jpg,4,DE,26.2817,8.9951,444.4822
36c96491fbcb4cf5bae2cc8d5e202717.jpg,1,BY,3.4007,3.4007,66.2615
36cb6ba55641406aa2141e7b682b6b28.jpg,3,BY,11.0724,6.7376,18.1622
36d0717960a44efd96c3a4fef69999b9.jpg,1,DE,457.5875,21.7101,1040.4457
36d31a08f10242a5b8a2bd3ab1708a65.jpg,4,BY,1.7062,0.2465,4.3293
36d54d5b749e44afbf8af6e555309b02.jpg,3,ES,2.3158,2.3158,590.8329
36d9d10ab5614198a97ac56c97426dab.jpg,3,SE,0.383,0.383,0.383
36d9efdaba9f44168b2baed4f94613d5.jpg,0,TR,11.4759,11.4759,2046.1647
36e465dbafe74ed983076d9d04763a7a.jpg,4,IS,3.1497,3.1497,3.1497
36e537452b7f46d28201be252d53ba9b.jpg,0,IT,347.6978,30.9732,805.5272
36ed49e003784edbb6eec76adcbe812d.jpg,1,DE,177.0211,8.2475,842.9739
36ed67cacf5b4a149b7bc6e663201037.jpg,2,SE,5.6614,2.2224,2638.497
36ede0714d5548b294b0ed3e1be886ed.jpg,4,FI,2.4264,2.4264,14.8721
36f2364f4877413ab3b01f2acae2de50.jpg,2,SE,4.9829,4.9829,4.9829
36f80dffffdc47849462b3ebe5e413a9.jpg,1,NO,9.4178,9.4178,26.3812
36faa5f83e964fa5ac26edd87e2db374.jpg,4,FI,2329.5384,19.5203,2578.3447
36fb64c70951410994ef8af02cd0c906.jpg,0,FR,20.8151,8.7802,82.808
36fd01f799dc4a099ea151bf89decf4d.jpg,1,IS,3.9231,3.9231,9.9822
3703c76c2deb400f85ae3af069dff5bb.jpg,2,FI,6.0077,6.0077,80.1541
371214f4a03f46a4bf094ffa12e87fde.jpg,2,IT,0.4145,0.4145,0.4145
3719c572ff4a4d1096b599c72f5280e7.jpg,1,TR,429.334,0.0322,3281.2158
371c7ac3f3b74716874ac8d02542197b.jpg,3,SE,4.6907,4.6907,7.8555
3721922c2be541ffb258ccb025676784.jpg,1,TR,2.9816,2.9816,21.1093
3728eb4b80514092ac647f770d633b44.jpg,4,IT,12.0727,11.8202,14.5782
37336dae0e0147b0ac032c9aee967795.jpg,3,DE,662.1023,16.7918,2042.3499
3734a947ec334713986c07e43464244b.jpg,0,IS,1.5019,1.5019,4.5209
37378834d7c345dd97578155494b497d.jpg,2,FI,0.3711,0.3711,5.3655
373cd9fea1434fd78b23676e3e2b7666.jpg,0,SE,1.6092,1.6092,8.0967
3741782bb9304a68901ae139ea322dbe.jpg,0,FR,142.6056,22.5198,650.9811
374eae9f1e624cce80ee4d9cd74eb4b4.jpg,3,IS,0.628,0.628,1.7011
3757891503614569b5b6e83a1aa919e9.jpg,0,FI,2.164,2.164,2.164
3760290f79b048bfb3f4dbc8ef0d258a.jpg,1,ES,4.2256,4.2256,20.713
37607e5fbc4140d1b5f2323f203df4ef.jpg,4,FR,302.2784,9.7102,1113.0408
3760bb719f214c7eb93d0f3b5017b708.jpg,0,NO,198.6304,29.7093,1043.1542
3763ab3dc6ee4b1b8765e27976c3198e.jpg,4,ES,0.1857,0.1857,0.1857
37641abfe31243c8b5ea2a5c25bad077.jpg,4,NO,0.2096,0.2096,54.4914
376dce1f90994717aa0ae1516ffcc784.jpg,0,TR,10.8284,10.8284,10.8284
376fb561a9fc481f8093d9c020593675.jpg,0,PL,5.3206,5.3206,46.0192
3770bb0e8a9f406fb3cc124200d0cfb5.jpg,4,GB,3.3294,1.4225,3.3294
377a6e9c63c949488291da7633e6ec19.jpg,3,NO,1.5437,1.5437,1.5437
377acd998ea647688ce9ac0d01f37299.jpg,4,PL,3.7762,3.7762,3.7762
377ff6f38efc4963b079a391d67b31c7.jpg,3,FI,3.5136,3.5136,3.5136
3789fdad0b26484494efbd68eef1dfb0.jpg,1,SE,4.3315,4.3315,4.9195
378a25819ac947d59e9632c6bf14c645.jpg,2,TR,0.4812,0.4812,0.4812
378c7a955f574de0ad6caed24296b300.jpg,4,IS,36.8882,8.4012,266.4045
3791c47919254c5bb2d6c1643d9c971b.jpg,2,IS,0.3472,0.3472,0.3472
379490ce4040410fac7826ce0f5fa742.jpg,3,DE,27.4925,6.4952,276.8892
379bae1dd87b456b9b071562379eebbd.jpg,2,IT,4.023,4.023,4.023
379e23197c4a4a38973ca76bc02dbdc7.jpg,1,BY,4.7596,4.7596,94.9544
379efd9ac6504b059d77ae5967a00ac3.jpg,4,PL,156.8347,8.9525,483.5307
379f2af394b44c0ab0e24525dc0b0804.jpg,4,NO,32.794,0.4732,1236.6943
37a11f2c204d47a38b150e981c9fba41.jpg,3,SE,5.3979,5.3979,5.4577
37a3580f78af4ee0b1f2f2c1f98c5d19.jpg,0,ES,4.1073,4.1073,4.1073
37a79e0a0f044c52bc71581ebf665c1a.jpg,0,TR,0.874,0.874,0.874
37ae4f83a607487ea69d10c153b011fc.jpg,1,IS,0.2679,0.2679,0.2679
37af5fdd70664eecb3cf782724ad2c3b.jpg,1,DE,0.1227,0.1227,0.1227
37b4f6f825b04391bd5f9f8bdd526b66.jpg,4,BY,1.0413,1.0413,1.5267
37c03c416c774c8f8d2a6c4110033686.jpg,2,SE,1.4783,1.4783,1.4783
37d57266425c44efaafa9398b6a8bc74.jpg,4,TR,12.3343,12.3343,12.3343
37de9fca7ba240c0aeb95c95f24cd666.jpg,0,FI,1.6125,1.6125,1.6125
37dfd6c624bb41628217e38202fae35b.jpg,3,IT,20.4886,16.0509,182.1447
37e1519fc3e64e07ac8513000b3e55c0.jpg,4,IT,10.7458,9.8821,1634.2443
37ed19eb6fbb4e508934697db59c2576.jpg,4,ES,228.9851,2.8032,1143.9213
37f68dd24ec1488fa9f7a74e533326ae.jpg,4,DE,425.0046,12.4198,703.1769
37f89b4740e5447f9f94abb8892525b5.jpg,4,TR,4.8298,2.7753,61.1854
37fb963795b948618004113caede852f.jpg,0,DE,10.5319,10.5319,545.0722
37fbeb6d58b64db389da90e3406d2118.jpg,0,SE,0.1374,0.1374,0.1374
3803dc3405864e869598dec87d911263.jpg,1,IT,30.8321,0.8994,2749.7988
3807cf18fd024addb280ac57c401d9f9.jpg,1,ES,1.1282,1.1282,148.8915
38181ac9eb4742a3b255f5f55068940d.jpg,0,TR,171.6321,13.341,2815.6453
38196f627046462bb9dc85368154fef0.jpg,3,GB,23.003,15.6662,143.4511
381a6f8e649c4c3dba45237ca290dcf9.jpg,1,IS,1.1306,1.1306,15.2314
38202b57d85f45d0b41e1775004d6622.jpg,3,DE,49.6365,13.039,2109.325
3833ac7976ca44dfb707c8d90b1cc518.jpg,2,IT,844.4623,17.8519,1026.245
383433b087624c2db0e71effd285246e.jpg,4,DE,1.5452,1.5452,1.5452
3839e87d9b134206a55bd5fbfa313a26.jpg,4,NO,0.561,0.561,22.6387
